,Title,Company,Location,Date Posted,Summary,Job Link
2556,Registered Dental Assistant,"Clinicas del Camino Real, Inc.","Simi Valley, CA 93065",EmployerActive 3 days ago,"Utilizes and understands dental terminology.
Assists in the dental laboratory.
Takes digital dental x-rays.
Documents patient visits utilizing electronic dental…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=cdc34ce37a7301f8
2557,Dental Front Desk Receptionist/SCHEDULER,Newport Smiles Dental Spa,"Costa Mesa, CA",EmployerActive 9 days ago,"Dental front office: 1 year (Required).
This is great position for those who are dental assistants looking to grow into the front office.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=ea486ca856ddd383
2558,Registered Dental Assistant (RDA),Euclid Family Dentistry,"Ontario, CA 91762",PostedJust posted,"Assisting for all procedures of general dental practice.
Looking for a Part-Time, experienced Registered Dental Assistant in Ontario.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=2cadea09e7b5f1d3
2559,Business Tax Staff,Pacific Dental Services,"Hybrid work in Irvine, CA 92614",PostedPosted 30+ days ago,"Medical, dental, and vision insurance.
The Tax Staff position will be part of the business team and is primarily responsible for the preparation of partnership…",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=1904360ccc6e4af5
2560,Front Desk/ Receptionist,FUNtastic Dental and Orthodontics,"Long Beach, CA",EmployerActive 3 days ago,"Electronically submitting/preparing dental insurance claims.
Dental front desk: 3 years (Required).
This is a full time position (36-40 hours per week).",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=a5e366265a144cc9
2561,Front Office/ Dental Treatment coordinator,Wood And Habashy Dental Partnership,"Whittier, CA 90601",PostedPosted 30 days ago,"Full-time front office position needed in our growing dental practice in Whittier.
Communication and people skills necessary.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=5a86e43d259e79da
2562,Dental Coordinator,Dr Chang Dental,"Hybrid work in Rancho Cucamonga, CA 91730",EmployerActive 18 days ago,"Proficiency with dental software and Microsoft Office Suite is preferred.
Proven experience in a dental office OR similar administrative role.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=986f122196a17f2f
2563,Dental Assistant,Lombard Dental,"Thousand Oaks, CA 91360",EmployerActive 9 days ago,"This is a full-time /part time position available.
Job Types: Full-time, Part-time.
Dental assisting: 1 year (Preferred).",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=8c2978d7057ebc09
2564,Dental Assistant,Brookhurst McFadden Dental Group,"Westminster, CA 92683",EmployerActive 6 days ago,"Perform routine dental cleanings and assist the dentist with complex dental procedures.
1+ years in a dental office.
Take and process X-rays of the patient.",https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=57dfb958b802ced7
2565,Dental Appointment Coordinator,Pardo Dentistry,"Glendora, CA",PostedPosted 4 days ago,Someone knowledgeable in the dental field who is focused and oriented in regards to reaching office goals and has the capacity to multitask.,https://www.indeed.com/jobs?q=Dental+Jobs&l=Los+Angeles%2C+CA&radius=100&vjk=8b92a5034a4fbba9&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&l=Los+Angeles%2C+CA&radius=100&vjk=f887ca89fd3a6bcd
